B 1000
I 176 102
D 39 43
I 127 169
I 124 32
D 102 160
D 182 124
I 59 63
I 42 168
D 190 88
D 170 8
I 72 61
I 149 164
D 195 92
D 107 19
D 6 79
I 6 153
I 75 107
D 127 181
I 15 3
I 159 168
I 125 78
I 33 135
I 163 111
I 63 146
D 139 114
I 192 42
D 49 122
I 175 37
D 25 40
I 144 187
D 102 11
I 133 188
I 78 145
D 123 19
I 56 196
D 162 198
D 19 63
I 110 112
D 122 35
I 30 163
I 153 8
I 166 68
D 77 124
D 190 92
I 114 91
D 174 35
I 70 112
D 141 165
D 147 29
I 89 114
I 103 45
I 29 169
I 71 196
D 182 119
I 157 52
I 197 192
D 148 73
I 158 196
I 100 65
I 167 173
D 133 180
D 48 90
I 133 56
D 174 7
I 180 26
I 44 97
D 175 130
I 40 50
D 185 108
I 6 124
I 193 8
D 193 141
I 150 57
D 188 90
I 78 112
I 188 126
I 79 99
D 26 66
I 36 169
D 36 164
I 127 129
D 163 99
D 38 20
D 11 140
I 84 83
I 76 151
D 159 175
D 192 109
D 172 157
D 84 3
D 188 65
I 154 41
D 162 198
D 125 82
D 21 171
D 109 169
D 161 50
D 161 85
D 109 21
D 115 134
I 184 26
I 156 143
D 183 62
I 50 23
D 85 180
I 145 190
D 157 93
I 34 62
I 195 57
D 115 171
D 193 27
I 17 160
I 33 117
I 93 42
I 25 27
D 81 171
D 108 49
D 170 81
I 133 159
D 29 2
D 40 23
D 10 150
I 44 82
I 152 157
D 9 144
D 70 79
I 192 191
I 8 64
D 194 110
I 161 46
I 52 101
I 9 47
I 129 24
D 154 178
D 74 91
D 12 95
I 174 23
D 167 62
I 54 108
I 107 121
I 45 21
D 111 169
I 148 14
D 101 116
D 183 133
I 29 199
D 68 10
D 29 35
D 166 67
I 138 45
D 156 181
D 162 183
I 3 9
I 74 112
I 115 57
D 181 104
I 192 184
I 128 37
I 125 58
I 125 173
D 20 17
I 161 174
I 62 84
I 91 80
D 130 95
I 156 89
I 112 123
I 74 37
D 160 199
I 193 15
D 169 117
D 12 0
D 90 55
I 158 179
I 149 45
D 51 82
I 122 3
D 147 163
D 179 175
D 90 168
I 125 173
I 136 5
I 9 10
I 65 197
I 191 15
I 26 64
I 4 63
D 34 178
D 84 21
D 145 169
D 35 186
D 62 162
I 118 127
I 42 78
D 36 161
D 66 138
D 117 62
D 187 165
D 53 19
I 129 156
I 126 33
I 144 8
D 127 87
D 29 71
I 115 151
D 142 182
I 49 189
D 21 40
I 60 0
I 6 45
D 124 70
I 103 26
D 125 141
D 37 1
D 24 108
I 115 27
D 117 193
D 39 157
D 188 173
D 32 92
I 167 50
I 28 116
I 75 137
D 3 16
D 197 6
D 193 63
I 19 3
I 63 7
I 159 44
D 104 126
I 16 181
I 23 103
D 117 34
I 182 85
D 50 144
D 38 62
D 108 73
D 179 159
I 166 138
I 41 102
I 72 52
I 3 155
D 179 9
I 189 18
I 197 16
D 188 173
I 121 132
I 12 85
I 175 25
I 9 64
I 148 131
I 198 149
D 52 97
D 133 182
I 35 131
I 86 21
I 22 114
I 76 119
D 156 7
D 186 196
I 37 88
D 143 18
D 6 24
I 112 153
D 172 5
I 150 89
I 2 132
D 187 195
D 64 40
I 176 138
I 179 59
D 111 118
I 98 73
D 96 149
I 80 32
I 132 59
D 150 161
D 185 92
D 66 124
I 39 147
I 158 39
I 42 94
D 57 100
D 91 38
D 4 169
D 91 130
I 147 27
D 157 109
D 111 142
D 32 159
D 11 107
D 181 174
I 137 3
I 110 134
D 6 13
D 146 107
I 15 91
D 82 70
D 79 27
D 24 17
D 192 143
I 1 130
I 86 161
I 112 182
I 168 71
I 121 112
I 196 95
D 183 166
I 174 66
D 129 48
D 83 77
D 86 74
D 129 172
I 46 49
D 127 122
I 65 60
D 54 25
I 101 152
D 184 87
D 115 40
D 139 135
I 164 31
I 3 114
D 126 23
D 192 51
I 140 26
I 24 114
D 45 18
I 11 130
D 61 54
I 174 100
D 184 43
D 160 102
I 86 134
I 109 78
I 38 145
D 6 79
I 19 80
I 173 144
I 93 92
D 85 82
I 182 77
I 84 80
I 74 143
D 154 178
D 61 29
D 108 178
D 16 58
I 109 153
D 161 116
I 164 171
I 40 174
D 136 160
I 198 192
I 172 73
D 34 118
I 132 70
I 21 188
I 50 158
D 181 66
I 103 177
D 43 70
D 16 97
I 56 196
D 91 5
D 11 3
I 107 97
I 153 109
I 101 184
D 65 105
D 91 5
I 108 190
D 186 91
D 55 115
D 88 41
I 149 191
D 48 12
D 140 17
I 88 95
D 0 13
D 47 143
I 55 119
I 103 7
D 93 48
I 173 0
D 75 25
I 49 184
D 148 40
I 65 110
I 37 69
D 116 21
I 86 46
I 101 119
I 79 66
D 117 124
I 91 126
I 109 112
D 35 139
I 30 32
I 187 8
I 12 108
I 72 192
D 58 136
I 0 77
I 167 118
I 63 178
D 26 86
I 95 66
D 123 164
I 29 38
I 79 21
D 55 54
I 47 95
I 151 129
D 3 142
D 40 61
D 154 18
D 153 87
I 88 127
D 10 85
D 83 150
D 51 21
D 123 65
D 178 138
I 16 64
D 21 160
D 18 0
I 107 14
I 126 39
D 43 126
I 5 72
D 62 38
I 9 192
I 139 29
D 17 68
I 187 179
I 77 172
D 154 47
I 182 161
I 55 101
D 76 78
I 117 196
D 119 122
D 59 6
D 91 148
D 170 164
I 195 85
I 170 37
I 39 24
D 113 93
D 151 150
I 29 42
D 194 17
D 121 162
I 166 43
D 130 185
D 34 158
D 37 83
D 176 196
I 95 4
I 174 140
I 106 2
I 35 178
I 100 199
I 120 155
D 132 123
I 170 20
D 135 55
D 100 26
D 81 2
D 42 50
D 61 8
I 120 10
I 79 168
I 35 197
D 42 139
I 163 107
I 101 125
D 130 175
D 123 120
D 84 163
D 12 27
D 191 60
I 79 1
D 79 50
D 20 58
D 170 155
I 103 44
D 69 128
D 13 0
D 17 162
I 47 199
I 185 141
D 107 22
D 19 63
I 179 155
I 137 26
D 43 29
I 136 41
I 87 11
I 61 98
I 85 159
I 165 39
I 98 121
I 56 139
I 185 41
I 193 87
I 148 147
D 53 156
D 144 157
D 0 20
D 77 149
I 144 195
D 72 8
I 73 59
I 132 180
I 56 24
I 190 150
I 3 137
I 34 144
I 5 185
D 139 155
I 141 69
D 79 37
I 116 105
I 39 141
D 162 50
D 20 42
I 138 162
I 72 75
D 186 165
D 93 139
I 182 20
D 65 143
D 16 58
D 126 117
D 126 104
D 82 144
D 66 26
D 82 125
I 128 66
D 100 46
I 80 52
D 57 102
I 99 127
I 36 127
D 103 131
I 171 54
D 136 25
D 99 78
I 67 181
D 1 37
D 47 1
D 151 157
D 28 199
I 166 19
D 94 26
I 40 98
I 94 180
D 28 187
I 95 57
I 53 45
D 51 157
I 46 8
D 37 66
D 104 120
D 50 20
I 181 10
I 120 53
I 53 132
D 45 107
D 98 42
I 187 151
I 124 37
I 188 34
D 112 69
I 178 67
D 10 62
I 32 180
D 169 117
I 192 166
D 93 150
D 167 68
I 138 88
I 27 88
I 190 164
I 76 2
I 7 42
I 119 56
I 172 97
I 14 113
D 119 152
I 67 172
D 107 146
D 13 94
D 160 55
D 184 175
I 142 1
D 87 106
I 155 21
D 161 109
I 96 64
D 174 147
D 34 131
I 32 119
D 13 80
D 118 185
I 157 188
I 192 121
I 53 66
D 79 141
I 124 164
I 115 69
I 177 144
D 6 176
D 118 91
D 136 196
D 32 20
D 27 37
I 153 66
D 56 83
D 83 52
D 161 44
I 88 162
I 151 29
D 21 125
D 6 13
I 185 117
I 92 20
I 148 115
D 188 153
D 10 84
D 11 4
D 9 172
D 172 55
D 151 25
D 94 16
D 112 19
I 17 188
D 99 107
D 154 18
D 73 122
I 177 34
I 108 184
I 119 110
I 160 123
I 50 171
D 67 76
I 34 39
I 184 147
I 145 117
D 100 122
D 192 106
I 127 6
I 177 54
I 99 28
D 25 164
D 150 161
D 179 66
D 194 133
D 189 145
D 20 87
I 125 159
D 50 98
I 172 0
D 135 115
D 197 75
I 58 140
D 130 91
I 2 127
B 1000
I 132 83
D 134 52
I 46 158
D 140 163
I 80 199
D 178 4
I 125 35
I 16 176
I 128 166
D 106 109
I 71 35
I 155 163
I 103 136
I 197 120
D 170 90
I 2 100
I 27 196
D 20 27
D 2 34
I 74 197
D 168 135
I 101 105
I 169 1
I 44 55
I 72 115
I 81 96
I 86 142
D 108 131
I 29 152
D 68 160
I 98 115
I 174 39
I 183 180
I 85 45
D 99 4
D 180 51
I 47 94
I 153 61
D 109 26
D 61 122
D 115 128
I 150 108
I 31 32
I 102 119
I 122 125
D 1 34
D 115 75
I 74 69
I 98 108
D 102 160
D 145 119
D 94 68
D 95 62
I 108 77
I 27 93
D 69 51
D 28 162
D 178 103
I 69 30
D 138 90
I 123 91
D 92 185
D 37 141
D 109 70
D 105 72
I 12 54
I 70 100
I 171 132
I 129 54
I 119 4
D 8 13
D 159 27
I 152 141
D 71 9
I 153 170
I 138 170
I 14 39
D 35 58
D 85 79
D 40 1
I 134 151
I 5 167
I 72 65
I 60 6
D 25 54
D 173 136
I 60 86
I 147 86
D 179 8
D 153 100
D 166 195
I 84 38
D 117 72
I 9 68
D 95 130
I 88 128
I 147 89
I 195 124
D 170 118
I 40 77
D 28 187
I 166 192
D 113 116
D 67 175
D 136 127
D 116 53
D 156 96
I 32 9
D 141 165
D 161 30
I 126 45
I 163 191
D 131 179
D 180 5
D 102 140
D 110 94
D 62 99
D 109 150
I 156 151
D 139 35
D 94 109
D 10 44
I 70 150
D 33 15
D 194 121
I 98 57
D 54 60
D 91 48
D 121 162
I 156 36
D 28 187
D 43 105
I 62 100
D 103 16
I 92 119
D 26 66
D 97 109
D 1 36
D 134 95
D 177 138
D 197 163
D 12 82
D 24 119
D 74 76
D 89 6
D 87 88
I 67 9
I 160 128
I 172 167
D 182 44
I 115 161
D 125 25
D 175 127
D 192 180
D 100 35
I 65 96
I 102 38
I 169 76
I 24 147
D 92 6
D 150 158
I 199 91
D 98 50
D 177 137
I 37 128
I 64 127
D 113 11
D 91 50
D 81 8
D 154 13
I 188 83
I 67 78
D 125 25
D 13 55
I 33 148
D 157 122
D 96 93
I 78 75
D 76 75
I 123 176
I 85 158
I 197 116
I 89 83
I 187 145
D 8 26
I 180 28
D 84 143
I 171 50
I 71 91
D 10 70
I 76 11
D 3 11
D 127 110
I 134 57
I 4 151
D 165 141
D 110 195
D 64 120
D 61 178
D 66 14
D 91 64
I 96 75
I 9 94
D 176 76
I 117 21
I 117 55
I 172 141
I 163 159
I 5 26
I 171 90
D 39 78
D 34 170
D 133 95
I 38 104
D 140 11
D 131 16
I 31 64
I 147 8
D 23 51
I 27 25
D 112 95
I 176 145
D 132 81
I 27 196
D 97 119
I 4 141
I 123 133
D 74 87
I 130 80
D 2 28
D 186 3
I 72 65
D 5 0
I 12 133
D 143 29
I 118 60
D 128 158
I 68 70
D 171 176
D 76 8
D 82 81
I 12 119
D 18 96
D 177 194
D 102 156
I 138 153
I 31 108
D 55 49
I 0 183
I 135 156
D 182 199
I 163 54
I 129 96
D 117 193
I 134 35
I 197 25
I 151 153
I 75 33
D 113 46
I 133 190
D 76 74
I 87 61
D 128 95
D 152 96
D 99 4
D 130 70
I 111 189
D 97 63
I 174 74
D 34 178
D 56 14
I 68 195
I 26 29
D 120 64
D 190 61
I 124 37
I 106 31
D 35 174
I 136 149
D 100 193
D 171 165
I 103 24
D 59 56
I 47 176
D 100 77
I 55 167
D 167 187
I 193 196
I 74 178
I 62 0
I 50 137
D 144 82
I 118 31
I 133 92
D 12 70
D 129 99
I 199 178
D 10 49
I 147 93
I 75 91
D 27 43
I 100 90
D 32 1
D 120 113
D 12 123
D 2 0
D 128 20
I 171 150
I 106 57
I 40 60
I 165 104
I 196 138
D 46 72
D 18 160
I 63 138
D 136 194
D 195 166
D 113 126
D 2 27
I 1 12
I 30 118
I 113 169
I 26 141
D 128 95
D 176 83
D 184 11
D 49 35
I 136 97
I 98 142
D 43 67
I 119 147
D 132 196
D 174 148
I 125 124
I 31 156
D 42 20
I 138 144
D 155 178
I 92 129
I 161 47
I 91 43
I 117 3
D 18 89
I 10 156
I 36 35
I 185 139
D 9 71
I 107 192
D 199 144
I 150 116
D 157 18
D 43 46
I 2 75
I 85 9
I 164 51
I 42 34
I 100 98
I 106 51
I 145 12
D 173 79
D 195 17
I 31 152
I 59 179
D 186 43
I 97 174
D 192 109
I 183 169
D 32 20
I 131 10
I 124 153
D 114 127
I 15 122
D 107 11
D 100 102
D 175 67
D 179 49
I 155 31
D 69 174
I 53 70
D 93 124
D 138 31
I 184 164
I 34 126
D 152 189
D 25 0
I 18 93
D 96 137
D 143 24
D 2 124
D 198 57
D 155 75
D 22 23
I 104 28
I 100 186
D 136 131
D 150 154
I 188 158
D 90 74
D 195 38
I 191 125
I 96 171
D 184 51
D 4 68
D 119 78
I 22 179
I 57 10
I 176 13
I 29 52
D 50 30
D 178 179
D 159 179
D 85 118
I 53 181
D 29 35
D 148 135
I 59 135
I 95 124
I 92 171
D 75 197
I 140 41
I 61 110
D 105 67
D 121 8
I 195 19
I 63 164
I 36 175
I 174 101
I 85 92
I 56 57
D 105 151
I 67 129
I 45 76
D 41 66
I 19 116
D 68 10
I 87 144
I 186 29
I 24 197
I 31 66
I 17 103
I 124 194
D 19 181
I 135 182
I 154 14
I 73 47
D 88 19
I 199 85
I 188 97
D 195 166
D 24 105
I 151 73
D 90 187
I 58 109
D 167 171
I 50 65
D 106 23
I 112 79
I 71 113
I 132 63
D 7 185
I 59 22
D 140 163
D 137 177
D 11 119
D 173 136
I 35 168
I 121 57
D 161 193
D 154 26
I 164 108
D 95 50
D 146 73
I 171 133
D 44 47
D 106 169
I 33 157
I 77 53
D 179 39
I 173 12
I 130 166
I 137 175
I 187 35
D 110 30
I 66 105
I 99 86
D 120 139
D 75 146
D 83 82
D 135 73
D 46 97
I 28 55
I 57 61
D 54 68
I 82 16
D 15 50
I 17 119
D 58 195
D 92 77
D 189 154
I 85 73
I 76 144
D 166 61
I 126 63
D 123 12
D 163 114
I 98 171
I 176 103
D 177 182
I 105 80
I 81 18
I 47 16
I 198 90
I 91 65
D 153 2
D 189 117
D 93 89
I 136 55
D 71 119
D 110 50
D 12 14
I 89 136
I 35 129
D 99 145
D 167 24
I 63 129
I 176 69
D 7 69
D 71 125
I 20 19
I 63 13
D 193 76
D 144 129
D 79 111
D 144 199
D 130 52
I 184 59
D 124 49
I 124 106
I 103 23
D 181 106
D 159 52
D 8 42
I 121 157
D 80 137
D 32 162
I 179 163
I 22 187
D 21 108
I 67 52
I 126 124
I 12 16
I 147 58
I 178 24
D 132 124
D 111 183
I 175 64
D 173 122
I 155 113
D 38 43
D 78 119
D 68 86
D 150 98
D 88 125
D 33 155
I 131 183
D 100 66
I 41 195
D 185 9
I 31 88
D 29 121
D 90 55
I 19 185
D 91 38
I 122 65
I 179 121
D 160 37
I 3 80
D 112 124
D 124 165
D 114 139
D 4 148
I 81 188
D 15 45
D 43 186
I 36 8
D 54 60
D 161 85
D 97 41
D 8 102
D 147 41
I 1 196
D 40 20
D 24 7
D 96 56
I 67 154
I 43 93
I 39 153
D 168 115
D 148 145
D 59 92
D 42 185
D 25 0
I 182 89
D 165 123
I 64 6
I 23 157
D 33 106
I 193 109
I 77 97
D 56 67
I 50 0
I 5 55
D 145 90
D 108 62
D 109 106
D 84 3
D 121 84
I 160 33
D 192 156
D 63 54
D 128 187
D 40 151
I 184 18
D 172 122
I 81 128
D 152 25
I 48 62
I 11 7
D 86 129
I 133 65
I 76 183
I 6 93
D 33 158
D 57 29
I 91 63
D 172 102
D 162 127
D 44 155
D 73 21
D 41 155
D 122 196
D 176 109
I 3 64
I 180 1
D 40 61
I 17 53
I 145 112
I 146 76
D 169 22
D 190 129
D 68 17
I 179 11
I 129 120
D 28 60
I 84 53
D 173 5
D 2 34
I 176 45
D 16 0
D 91 118
I 99 197
I 175 7
I 35 183
I 174 117
I 136 41
I 108 181
D 72 87
D 153 150
I 94 156
I 114 66
I 110 119
D 188 40
I 186 158
D 121 8
I 148 81
I 44 3
D 0 24
I 101 166
I 115 68
I 30 151
I 6 166
I 25 114
D 80 86
I 49 198
D 88 74
I 18 72
D 41 108
I 16 163
I 45 162
D 89 105
D 42 97
D 8 160
I 2 122
I 111 97
I 160 173
I 39 193
D 194 11
I 106 4
D 106 128
I 189 52
I 103 23
D 169 8
I 136 22
I 185 163
D 74 83
I 69 21
D 78 9
I 145 184
I 187 44
I 81 159
I 164 39
D 112 102
I 86 106
I 84 194
D 15 30
I 93 102
D 184 6
I 160 129
D 130 95
I 22 81
D 132 168
D 122 127
I 112 3
D 148 5
I 104 175
D 143 175
I 0 120
D 103 165
I 145 166
D 64 53
I 18 42
D 18 21
I 127 146
I 104 88
I 90 80
D 139 83
D 140 165
I 38 172
I 22 16
D 73 121
D 18 180
I 131 84
I 7 38
I 52 194
I 16 27
D 152 52
D 82 185
I 182 73
D 70 82
I 77 136
D 99 163
I 0 171
D 34 85
I 147 63
I 15 95
I 63 102
D 113 78
I 196 95
I 175 49
D 3 28
I 59 130
I 135 199
D 184 43
D 54 68
D 194 177
D 143 34
I 52 57
D 134 72
I 42 174
I 159 172
D 116 8
D 85 4
D 42 154
D 53 115
D 56 122
D 51 148
I 159 1
I 69 153
I 15 12
I 52 168
D 84 166
D 34 151
I 135 61
I 145 43
D 180 40
I 28 113
D 182 130
D 77 5
I 133 157
I 57 86
D 61 178
I 147 187
I 67 152
D 184 60
D 60 88
I 13 143
I 21 88
D 65 2
D 26 99
D 101 118
D 167 143
I 134 108
I 173 78
I 56 183
I 26 135
I 172 20
I 12 109
D 54 31
I 71 137
D 80 122
I 85 0
D 125 190
D 19 128
I 9 195
I 179 115
D 161 158
D 100 35
D 34 158
I 40 157
D 64 146
D 183 172
I 116 35
D 140 97
D 6 165
D 70 107
D 95 63
D 186 105
D 62 8
I 34 66
I 90 193
I 152 17
I 74 6
D 36 153
D 44 156
I 27 191
I 57 174
D 138 173
I 121 182
I 19 5
I 38 166
I 188 44
D 79 177
D 134 182
I 195 56
D 139 35
I 54 185
I 52 123
D 133 180
I 121 105
D 109 3
D 105 14
I 135 40
I 119 69
D 155 129
D 125 77
I 169 37
I 67 157
I 141 13
D 115 77
I 171 45
I 55 146
I 11 183
I 157 171
I 136 79
I 10 162
I 99 141
I 136 170
D 107 130
D 160 186
D 185 148
I 44 107
I 26 186
I 164 149
D 31 61
D 27 37
I 122 155
I 68 53
D 184 77
I 45 2
D 178 4
I 85 159
I 2 99
D 40 120
I 58 36
D 78 24
I 190 19
I 57 101
D 158 129
I 161 142
I 122 133
D 142 150
D 26 166
I 103 26
D 80 187
D 192 69
D 80 100
D 157 93
D 46 4
D 45 52
D 59 54
D 4 60
D 187 36
D 114 26
D 12 7
D 105 96
I 142 102
I 175 43
I 69 124
D 25 196
I 68 81
I 92 131
D 174 55
D 46 167
D 31 158
D 124 111
D 19 127
D 170 105
I 53 33
I 72 161
D 189 134
D 5 191
D 193 19
D 35 106
I 121 7
D 163 79
I 147 177
D 36 110
D 7 157
D 188 193
I 181 103
I 29 199
D 147 174
D 137 96
D 166 2
D 13 112
D 199 84
I 114 105
I 74 120
I 12 71
D 5 48
D 54 61
D 199 25
D 13 101
I 66 23
I 25 56
D 182 130
D 34 84
I 187 196
D 68 144
I 98 198
D 188 193
D 73 175
D 193 188
I 30 196
D 198 159
I 88 5
D 110 149
I 153 111
D 73 170
D 22 162
I 13 87
I 85 87
I 15 47
I 165 120
I 154 41
D 113 23
I 101 165
D 49 147
I 183 35
I 168 65
D 130 162
I 26 108
I 22 67
D 88 190
D 149 79
I 61 116
D 149 170
I 71 3
I 33 120
I 192 122
D 14 77
I 54 171
D 117 189
D 74 85
I 18 185
D 91 186
I 42 32
I 199 193
D 142 196
I 37 19
D 172 135
D 101 130
I 120 144
I 28 194
D 186 196
I 75 162
I 24 50
D 44 104
I 142 151
D 53 1
B 1000
I 158 113
I 135 69
D 79 50
I 59 118
I 35 46
I 132 181
D 75 88
I 65 81
I 66 140
I 9 182
D 93 74
I 25 188
I 166 168
I 195 103
I 162 179
D 135 57
I 37 167
D 175 159
D 164 181
D 184 119
I 82 161
I 134 96
I 98 181
D 37 79
I 64 92
I 32 39
D 162 180
D 192 13
I 12 64
D 176 112
I 28 176
D 122 170
D 62 108
I 70 122
I 139 115
D 159 127
I 153 26
D 101 111
I 193 96
D 173 133
D 152 189
D 29 35
D 50 20
I 129 112
I 18 175
I 111 68
I 134 157
I 22 111
D 135 160
D 164 170
I 0 38
D 158 180
D 180 40
I 10 195
D 2 146
I 13 48
I 116 58
I 81 179
D 147 50
D 142 36
I 15 96
D 129 29
D 163 76
I 73 24
I 42 150
D 109 149
D 56 100
I 6 164
I 112 111
D 38 99
I 162 94
I 141 59
I 121 127
D 149 29
D 128 187
I 132 45
D 63 54
D 41 49
I 107 126
I 100 24
D 94 105
I 92 91
I 35 88
D 139 37
I 51 44
D 93 83
I 8 145
I 148 195
D 90 106
I 155 1
I 161 91
I 69 29
D 121 150
D 36 183
D 10 65
D 139 196
I 95 171
D 45 89
D 194 44
I 119 107
I 154 37
I 39 174
D 9 71
D 146 174
D 126 148
D 52 4
I 0 59
D 167 24
I 73 29
I 68 76
D 101 111
D 192 162
I 120 91
I 198 39
I 135 47
I 157 47
D 114 113
D 38 80
I 5 99
I 116 32
I 86 11
D 171 70
D 56 175
D 75 121
D 189 40
I 152 163
I 35 83
D 162 121
I 191 77
I 139 43
I 72 130
I 5 60
I 63 73
I 41 197
I 37 187
D 39 35
I 161 93
I 108 123
D 184 10
I 145 171
I 7 14
I 37 167
D 23 96
D 7 176
D 72 171
D 46 1
I 47 10
I 165 35
I 75 90
I 125 137
I 24 116
I 100 41
I 50 107
D 83 87
I 19 187
D 183 190
I 192 114
D 153 88
D 47 68
I 135 183
D 114 171
D 112 176
I 12 16
I 0 61
D 28 93
I 185 199
D 39 119
I 74 128
I 124 177
I 113 0
I 110 147
I 132 51
D 92 2
D 111 7
I 192 113
I 53 18
D 1 52
D 18 96
I 83 46
I 53 63
I 184 102
I 0 105
I 72 1
D 198 62
I 110 115
I 186 61
I 140 92
I 6 41
I 40 109
D 7 126
D 7 24
D 73 130
D 154 114
I 13 48
I 131 127
D 25 37
I 35 37
I 73 195
I 76 142
D 7 158
I 175 93
I 108 133
I 36 18
I 60 43
I 113 12
D 46 154
I 161 169
D 84 45
I 110 11
I 48 170
I 61 56
I 9 152
D 81 58
I 13 135
D 121 43
I 97 80
D 184 6
I 46 147
D 31 6
I 149 128
I 182 31
I 165 10
D 90 138
I 152 198
I 68 45
D 139 182
D 68 86
I 149 169
D 76 193
I 157 139
D 102 114
D 68 23
I 194 151
I 95 4
D 18 0
D 31 1
D 128 20
D 105 24
D 104 157
D 39 110
I 114 15
D 89 105
D 118 34
I 11 59
D 162 153
D 149 15
I 184 190
I 12 87
I 71 155
I 92 81
I 131 24
D 38 120
D 81 170
D 96 93
D 194 9
I 126 48
D 71 30
D 113 78
D 165 190
I 100 152
I 29 163
I 40 100
I 117 69
D 102 57
I 102 53
I 76 122
D 181 164
I 27 154
I 25 167
I 117 71
D 103 108
D 7 158
D 70 114
I 64 136
I 11 156
I 72 182
I 37 173
D 18 194
I 176 88
D 159 197
D 138 64
D 5 132
I 187 179
I 70 167
I 148 30
I 162 111
D 161 30
I 43 163
I 19 141
I 47 158
I 87 30
D 151 111
I 60 13
I 182 62
D 157 108
D 18 143
D 104 96
I 103 198
D 162 175
D 101 173
D 199 144
D 107 159
D 182 142
D 9 100
D 39 73
I 113 142
I 141 172
I 145 9
I 145 184
D 197 137
I 168 156
I 119 36
D 123 12
D 3 174
D 34 185
I 187 76
I 106 68
D 115 75
I 85 149
I 129 142
D 10 70
D 178 101
I 196 48
I 73 45
D 146 75
I 187 24
D 159 118
I 98 45
D 46 34
D 150 157
D 127 105
D 83 94
D 188 153
D 0 15
D 38 93
D 142 36
D 51 82
I 13 57
I 31 108
I 85 131
I 191 193
D 55 79
I 4 27
I 151 55
D 95 28
I 14 154
D 47 184
D 97 179
D 63 26
I 69 111
I 95 155
D 3 133
D 76 167
I 99 57
D 35 122
I 72 169
I 158 50
D 108 21
D 198 178
I 15 130
D 152 41
D 191 124
I 127 131
I 171 99
I 118 81
I 52 193
D 136 125
D 93 86
D 10 76
I 198 173
D 161 140
D 5 197
D 42 20
D 28 3
D 128 158
I 43 33
I 22 96
I 48 26
D 110 121
I 27 11
I 99 157
I 143 23
I 72 146
I 126 35
I 157 199
D 25 75
D 103 108
I 93 85
D 19 29
I 147 21
I 92 112
D 132 140
D 149 151
D 143 147
D 119 22
I 129 62
D 17 0
D 17 68
D 158 33
I 44 149
I 19 69
D 135 95
I 159 141
D 175 127
I 66 177
I 42 144
D 130 178
I 103 163
D 62 184
D 4 178
D 5 31
D 79 111
I 176 142
D 74 80
I 147 159
D 186 65
I 142 149
I 85 100
D 110 131
D 184 16
D 150 87
I 18 112
D 126 99
I 146 56
D 11 38
D 63 26
D 158 128
I 194 150
D 169 30
D 171 114
I 67 161
I 69 71
I 119 172
D 119 24
D 84 74
I 128 166
I 68 65
D 120 40
I 142 191
I 144 134
D 102 86
I 100 195
I 129 111
D 157 126
I 146 118
I 94 63
I 36 29
D 191 58
I 64 176
I 74 156
D 54 45
D 150 109
D 115 143
D 197 60
I 160 149
I 87 79
D 180 51
D 31 116
D 148 29
D 82 17
D 14 120
I 121 181
I 96 99
D 107 134
I 185 99
D 194 11
I 100 31
D 90 188
I 112 40
D 93 14
D 122 184
D 70 43
D 51 24
I 98 190
D 21 84
D 133 126
I 70 162
D 10 18
I 63 149
I 170 11
D 61 25
I 170 78
D 49 35
I 157 193
D 159 64
I 34 108
D 112 69
I 160 88
D 7 0
D 54 65
D 189 154
D 7 176
D 52 196
I 81 147
I 197 153
I 149 119
I 23 154
D 186 196
I 142 37
D 197 26
I 184 159
I 79 124
I 36 55
D 105 24
I 86 29
I 134 188
I 186 28
I 109 139
D 66 91
D 6 30
D 19 33
I 15 48
I 196 151
D 49 75
I 42 111
I 144 130
D 164 189
I 199 77
D 78 193
I 101 159
D 179 131
I 144 117
D 27 169
I 117 162
D 198 97
D 59 6
D 87 178
I 137 33
I 21 188
D 50 100
D 19 29
I 36 32
D 32 167
I 120 189
D 177 47
D 15 146
D 91 130
I 119 60
I 146 195
I 14 163
I 127 131
I 34 39
D 34 117
D 147 189
D 165 190
I 189 155
I 75 55
D 194 18
D 148 82
D 43 184
D 64 163
D 167 187
D 21 57
I 194 84
I 74 194
I 40 99
D 138 84
D 147 65
I 151 60
I 107 34
I 80 25
I 140 144
D 98 48
I 154 165
D 26 59
I 65 121
D 121 36
I 48 189
I 77 150
I 14 25
I 31 173
I 34 64
I 98 157
I 187 137
D 169 145
D 61 123
I 138 162
D 4 52
I 25 103
I 157 118
D 177 80
I 83 70
D 187 195
D 97 119
I 189 91
I 145 47
I 1 4
I 159 184
I 143 148
I 32 109
I 112 107
I 153 191
D 165 66
I 192 122
I 24 144
D 84 151
I 18 105
D 16 3
I 63 52
D 103 43
D 126 113
I 9 8
D 189 192
I 12 68
D 106 50
D 114 161
D 118 150
D 105 96
I 159 104
I 105 56
I 49 9
I 167 114
D 72 108
D 26 195
D 127 105
I 159 148
D 160 195
D 158 187
D 95 127
I 9 35
D 80 38
I 12 129
D 9 160
D 104 48
D 164 127
I 195 133
D 54 56
I 176 48
I 77 114
D 131 9
D 136 131
D 1 43
D 67 55
I 176 84
D 194 133
I 41 52
I 31 123
D 19 181
D 27 37
D 136 156
D 107 45
I 12 185
I 41 119
I 122 121
I 73 19
I 81 64
D 61 162
I 62 189
D 28 72
I 161 149
I 57 65
I 182 122
D 161 36
I 169 38
I 56 198
I 151 112
D 79 199
I 70 185
I 32 99
D 38 184
